Name,Tagline,Phone,Profile Link,Email,Website,Address,City,Postcode,Tier,NAICS Info,Social Media Links
"FormGrey Studio, LLC",Tier 2 Local Emerging Small Business,,,nhudson@formgrey.com,https://www.formgrey.com,400 South Wells Ave.,Reno,89502,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '541310', 'Description': 'Architectural Services', 'Capability': 'Architectural design, planning, and construction administration'}]",[]
"Meticolous Property Inspection Management and Warranty Services, LLC",Tier 1 Local Emerging Small Business,,,,https://majesticcouriercompany.com,10624 South Eastern Avenue #593,henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '492210', 'Description': 'Local Messengers and Local Delivery', 'Capability': 'Logistics , delivery , courier , moving , warehousing ,storage'}]",[]
"Thomas Bates, LLC",Tier 1 Local Emerging Small Business,,,thomasbatesllc@gmail.com,https://n/a,9302 Mayfair Way,Reno,89521,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541310', 'Description': 'Architectural Services', 'Capability': 'Designing AV, telecom, security, and lighting systems for various projects including hospitality, corporate offices, museums, and retail spaces'}]",[]
"BEC Environmental, Inc.",Tier 2 Local Emerging Small Business,,,eileen@becnv.com,https://www.becnv.com,"7241 W Sahara Ave, Ste 120",Las Vegas,89117,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '541620', 'Description': 'Environmental Consulting Services', 'Capability': 'Environmental Consulting'}]",[]
ALKO TRADING LLC,Tier 1 Local Emerging Small Business,,,custumerservice@alkotrading.vegas,https://alkotrading.vegas,875 E Silverado Ranch Blvd,Las Vegas,89183,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '424490', 'Description': 'Grocery, Produce and Related Products', 'Capability': ''}]",[]
CLICKBIO INC,Tier 1 Local Emerging Small Business,,,INFO@CLICKBIO.COM,https://WWW.CLICKBIO.COM,"1755 East Plumb Lane, Suite 145",RENO,89502,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541511', 'Description': 'Engineering', 'Capability': ''}]",[]
"D.R. Backflow Services, LLC",Tier 1 Local Emerging Small Business,,,diane@drbackflowllc.com,,"720 W CHEYENNE AVE, STE 80",NORTH LAS VEGAS,89030,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '332913', 'Description': 'Backflow preventers, plumbing, manufacturing', 'Capability': 'Backflow Testing, Repairing, Cross Connection Surveys'}]",[]
Marrodo Inc.,Tier 1 Local Emerging Small Business,,,service@postbears.com,https://www.drainbears.com,2713 Thomasville Ave,Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238220', 'Description': 'Plumbing, Heating, and Air-Conditioning Contractors', 'Capability': 'General plumbing services for water, drain, sewer and gas systems. New installation, repair, maintenance and service.'}]",[]
Lotus Building Automation LLC,Tier 1 Local Emerging Small Business,,,,,5830 sun river cir,las vegas,89142,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238210', 'Description': 'Electrical Contractors and Other Wiring Installation Contractors', 'Capability': ''}]",[]
"Sitara Systems, Inc",Tier 1 Local Emerging Small Business,,,,https://sitara.systems/,9776 Sweet Jasmine Drive,Las Vegas,89148,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541511', 'Description': 'Custom Computer Programming Services', 'Capability': ''}]",[]
GOLDEN MFG LLC,Tier 1 Local Emerging Small Business,,,contact@goldenmfg.com,https://www.goldenmfg.com,7195 Bermuda Road,Las Vegas,89119,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '314999', 'Description': 'All Other Miscellaneous Textile Product Mills', 'Capability': 'Embroidering on textile products or apparel for the trade'}]",[]
Downtown Louisiana Tamale Shop,Tier 1 Local Emerging Small Business,,,joy@dtlatamaleshop.com,https://www.dtlatamaleshop.com,2256 Losee Rd Suite E,n Las Vegas,89030,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '722320', 'Description': 'Caterers', 'Capability': ''}]",[]
Federal Eagle Contracts LLC,Tier 1 Local Emerging Small Business,,,contact@federeagle.org,,4450 Flaming Ridge Trail,Las vegas,89147,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '237990', 'Description': 'Other Heavy and Civil Engineering Construction', 'Capability': 'Subcontracting'}]",[]
Team Acme Inc.,Tier 2 Local Emerging Small Business,,,teran@teamacme.com,https://www.teamacme.com,"680 Professional Ave, Ste 101",Henderson,89015,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '811122', 'Description': 'Auto Glass Replacement Shops', 'Capability': 'Auto Glass / Window Tinting / Paint Protection'}]",[]
Watch Security Services LLC,Tier 1 Local Emerging Small Business,,,mickle@lvwatchsecurity.com,https://lvwatchsecurity.com,1167 Dana Maple Court,Las Vegas,89123,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561612', 'Description': 'Security Guard Services', 'Capability': 'Security Guard and Patrol Services'}]",[]
Pedaog Cleaning Company LLC,Tier 1 Local Emerging Small Business,,,pedaogcc2023@gmail.com,https://www.pedaog.com,3001 lake east Dr,Las Vegas,89117,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': ''}]",[]
AKM Solutions Resource LLC,Tier 1 Local Emerging Small Business,,,,,"2620 Regatta Dr, Suite 102",Las Vegas,89128,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services', 'Capability': ''}]",[]
Deuces Duct Cleaning,Tier 1 Local Emerging Small Business,,,,,301 Julie Cir,Las Vegas,89107-1215,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561790', 'Description': 'Other Services to Buildings and Dwellings', 'Capability': ''}]",[]
SaaS E Solutions,Tier 1 Local Emerging Small Business,,,info@saas-e-solututions.com,https://www.saas-e-solutions.com/,259 Chimney Rock Rd. B4979,Stateline,89449,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541511', 'Description': 'Custom Computer Programming Services', 'Capability': 'Custom web / mobile / desktop programming, CRM (SalesForce, Hubspot, Pipedrive and more),'}]",[]
"Residual Studios, LLC",Tier 1 Local Emerging Small Business,,,,https://residualstudios.com/,400 S 4th Street Suite 500,Las Vegas,89101,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541430', 'Description': 'Graphic Design Services', 'Capability': 'Creative, Graphic, and Video Design'}]",[]
"Carroll Design Collaborative, LLC",Tier 1 Local Emerging Small Business,,,john@carroll.design,https://carroll.design,"1980 Festival Plaza Drive, Suite 450",Las Vegas,89135,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541310', 'Description': 'Architectural Services', 'Capability': 'Architectural Design, planning, entitlement services, construction observation'}]",[]
Door Specialist of Southern Nevada LLC,Tier 2 Local Emerging Small Business,,,,https://doorspecialistnv.com/,"3095 E. Patrick Lane, Suite 13",Las Vegas,89120,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '423310', 'Description': 'Doors and door frames merchant wholesalers', 'Capability': 'Door and Frame Supply'}]",[]
"Yo’s Southern Catering, LLC",Tier 1 Local Emerging Small Business,,,info@yossoutherncatering.com,https://www.yossoutherncatering.net,2654 W. Horizon Ridge Parkway Ste-Be #2047,Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '722320', 'Description': 'Caterer', 'Capability': ''}]",[]
"MacroHydro, LLC",Tier 1 Local Emerging Small Business,,,,https://macrohydro.com,2110 Overland Park Drive,Reno,89521,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '511210', 'Description': 'Software Publishers', 'Capability': 'Applications development and publishing, except on a custom basis'}]",[]
Global Supreme LLC,Tier 1 Local Emerging Small Business,,,sumikojoiner@gmail.com,https://N/A,3304 Misty Cloud CT,Las Vegas,89129,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541611', 'Description': 'Administrative Management and General Management Consulting Services.', 'Capability': 'Women owned small business strive for excellence in providing service that assist in solving problems, making recommendations, and providing information.'}]",[]
Entech Oil Inc.,Tier 1 Local Emerging Small Business,,,morganf@tomlinscientific.com,https://entechoil.com/,34 Parco Fiore Court,Henderson,89011,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '424720', 'Description': 'Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)', 'Capability': 'Reseller of motor oils, greases, lubricants'}]",[]
Desert Elite Management LTD,Tier 1 Local Emerging Small Business,,,,,1820 Double Delight Ave.,North Las Vegas,89032,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '2362', 'Description': 'Nonresidential Building Construction', 'Capability': 'General Contractor'}]",[]
Clean and Mean Services LLC,Tier 1 Local Emerging Small Business,,,info@cleanandmeanwindows.com,https://cleanandmeanwindows.com,2510 Morocco Ave,Las Vegas,89031,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561790', 'Description': 'Building exterior cleaning services (except sandblasting, window cleaning)', 'Capability': 'Building exterior cleaning services (except sandblasting, window cleaning), Driveway cleaning (e.g., power sweeping, washing) services, Pressure washing (e.g., buildings, decks, fences),'}]",[]
Every Step and Beyond LLC,Tier 1 Local Emerging Small Business,,,admin@everystepandbeyond.com,https://www.brand.page/everystepandbeyond.com,3838 Raymert Drive,Las Vegas,89121,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '624310', 'Description': 'Vocational Rehabilitation Services', 'Capability': 'Habilitation job counseling and training, vocational'}]",[]
"Revolution AMC, LLC",Tier 1 Local Emerging Small Business,,,,https://www.revolutionamc.com,"8635 W Sahara Ave, #711",Las Vegas,89117,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611710', 'Description': 'Educational Testing services', 'Capability': 'Licensure and certification exam development'}]",[]
Lara’s Logos & Embroidery LLC,Tier 1 Local Emerging Small Business,,,info@laraslogos.net,https://www.laraslogos.net,4025 S DEAN MARTIN DR,LAS VEGAS,89103-4138,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '424310', 'Description': 'Embroidery products merchant wholesalers', 'Capability': 'custom embroidery'}]",[]
Supreme Tech Consulting L.L.C.,Tier 1 Local Emerging Small Business,,,dnance@supremetechconsulting.com,,548 Front Range Lane,North Las Vegas,89084,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541519', 'Description': 'Other Computer Related Services', 'Capability': ''}]",[]
Great Basin Little Enterprise LLC,Tier 1 Local Emerging Small Business,,,jason@science.dev,https://science.dev,6717 Rolling Meadows Dr. #2018,Sparks,89436,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '513210', 'Description': 'Software Publishers', 'Capability': 'SaaS Platforms, Data Products, Mobile, Web and Desktop Applications'}]",[]
H&R SERVICES LLC,Tier 1 Local Emerging Small Business,,,hrservicescudom@gmail.com,,4522 Lindale Ave,Las vegas,89121,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': 'CLEANING SERVICES'}]",[]
"Macrotec Consulting, LLC",Tier 1 Local Emerging Small Business,,,Office@macrotecconsulting.com,https://macrotecconsulting.com/,9724 Mild Weather Court,Las Vegas,89148,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541620', 'Description': 'Environmental Consulting Services', 'Capability': ''}]",[]
"MetzNV, LLC",Tier 1 Local Emerging Small Business,,,reno@smashmytrash.com,https://www.smashmytrash.com/reno,12635 Water Lily Way,Reno,89511,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561210', 'Description': 'Facilities Waste Management', 'Capability': 'Waste Compaction, Environmental Services'}]",[]
Vegas Freight Company,Tier 1 Local Emerging Small Business,,,john@mccarrierllc.com,,3033 Losee Rd,North Las Vegas,89030,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '484110', 'Description': 'General Freight Trucking, Local', 'Capability': ''}]",[]
"Pertinence, LLC",Tier 1 Local Emerging Small Business,,,corp@pertinencellc.com,https://www.pertinencellc.com,3535 Executive Terminal Drive Suite 110,Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541690', 'Description': 'Other Scientific and Technical Consulting Services', 'Capability': ''}]",[]
Leading Change – Leadership Readiness Entrepreneur Workshop,Tier 1 Local Emerging Small Business,,,lclw4u@gmail.com,https://lclw.org,9301 Brilliant Ore Dr,Las Vegas,89143,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '624310', 'Description': 'Vocational Rehabilitation Services', 'Capability': 'Establishments primarily engaged in providing vocational rehabilitation. Learning and Development.'}]",[]
Bighorn Fabworks,Tier 1 Local Emerging Small Business,,,,,1540 Linda Way,Sparks,89431,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238220', 'Description': 'Plumbing, Heating, and Air-Conditioning Contractors', 'Capability': 'Installation of Plumbing, Heating, and Air-Conditioning equipment, piping and supports'}]",[]
Citywide Electric & Maintenance LLC,Tier 1 Local Emerging Small Business,,,citywideelectric.maint@gmail.com,https://www.citywideelectriclv.com/,3453 Blue Ash Lane,Las Vegas,89122,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238210', 'Description': 'Electrical Contractors and Other Wiring Installation Contractors', 'Capability': 'Electrical Contractor'}]",[]
Grazingbelles LLC,Tier 1 Local Emerging Small Business,,,grazingbelles@gmail.com,https://www.grazingbelles.com,4213 Stonebridge Lane,Las Vegas,89108,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '722320', 'Description': 'Caterers', 'Capability': ''}]",[]
CognoCo LLC,Tier 1 Local Emerging Small Business,,,contact@cognocollc.com,https://www.cognocollc.com,11700 W Charleston Blvd. #170-634,Las Vegas,89135,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '459420', 'Description': 'Gift, novelty and souvenir retailers', 'Capability': '8 years experience overseeing the design, development and production of novelty and gift items'}]",[]
Lovelock Highspeed,Tier 1 Local Emerging Small Business,,,info@lovelockhighspeed.com,https://www.lovelockhighspeed.com,410 West Broadway,Lovelock,89419,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '517112', 'Description': 'Wireless Telecommunications Carriers (except Satellite)', 'Capability': ''}]",[]
JQF Design & Print LLC,Tier 1 Local Emerging Small Business,,,support@jqfdesigns.com,https://www.jqfdesigns.com,1925 Village Center Circle #150,Las Vegas,89134,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541613', 'Description': 'Marketing Consulting Services', 'Capability': ''}]",[]
"Iskah Financial Services, LLC",Tier 1 Local Emerging Small Business,,,iskah.financial@gmail.com,https://drjessicaparks.com,7822 Tay River Court,Las Vegas,89166,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '54172', 'Description': 'Research and Development in the Social Sciences and Humanities', 'Capability': 'Research on household finance'}]",[]
"Certify My Company, Inc.",Tier 1 Local Emerging Small Business,,,kelly@certifymycompany.com,https://Certify My Company,209 S. Stephanie Street B292,Henderson,89012,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541618', 'Description': 'Other Management Consulting Services', 'Capability': 'Certify my company is the comprehensive, consolidated, service provider for supplier diversity programs looking to increase their reportable spend without increasing their supplier base'}]",[]
Las Vegas Robotics LLC,Tier 1 Local Emerging Small Business,,,tom.laplante@robotlab.com,https://www.robotlab.com/las-vegas,6000 S Eastern Ave. Suite 7C,Las Vegas,89119,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '423830', 'Description': 'General purpose industrial machinery and equipment merchant wholesalers', 'Capability': 'Sales and Service'}]",[]
Flamingo Cleaning Services LLC,Tier 1 Local Emerging Small Business,,,contact.fcleaningservices@gmail.com,,3127 Panocha St,Las Vegas,89121,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': ''}]",[]
Nova Communications LLC,Tier 1 Local Emerging Small Business,,,,,9253 Briggs Hill Ct,Las Vegas,89139,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238210', 'Description': 'Electrical Contractors and Other Wiring Installation Contractors', 'Capability': 'Telecommunications equipment and wiring (except transmission line) installation contractors'}]",[]
CloudCORO,Tier 1 Local Emerging Small Business,,,,https://cloudcoro.com,2505 Anthem Village Dr. STE E #411,Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541511', 'Description': 'Custom Computer Programming Services', 'Capability': 'Computer software support services, custom'}]",[]
"Tacotarian at Home, LLC",Tier 1 Local Emerging Small Business,,,support@eattacotarian.com,https://www.eattacotarian.com/retail,1130 S. Casino Center Blvd. #170,Las Vegas,89104,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '311999', 'Description': 'All Other Miscellaneous Food Manufacturing', 'Capability': 'plant-based taco fillings'}]",[]
ST Huerta Four Square Clinicals Professional Corporation,Tier 1 Local Emerging Small Business,,,info@fsclinicals.com,https://www.fsclinicals.com,343 Elm Street Suite 308,Reno,89503,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '621399', 'Description': 'Offices of All Miscellaneous Health Practitioners', 'Capability': 'Mental health and substance use treatment facility..'}]",[]
Kin Beauty Supply Store LLC,Tier 1 Local Emerging Small Business,,,kinbeautyonline@gmail.com,https://Kinbeautysupplystore.com,642 E Horizon Drive,Suite 120,Nevada,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '456120', 'Description': 'Cosmetics, Beauty Supplies, and Perfume Retailers', 'Capability': '456120'}]",[]
"SOS Toner Supply, LLC",Tier 1 Local Emerging Small Business,,,rbrown@sostonersupply.com,https://www.sostonersupply.com,5197 Stacey Ave,Las Vegas,89108,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '532420', 'Description': 'Office Machinery and Equipment Rental and Leasing', 'Capability': 'Lease and sell equipment'}]",[]
NOVUS Architecture LLC,Tier 2 Local Emerging Small Business,,,dwayne@novusarchitecture.com,https://www.novusarchitecture.com,900 S. Las Vegas Boulevard,Las Vegas,89101,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '541310', 'Description': 'Architectural Services', 'Capability': 'Professional Services'}]",[]
Strategic Worldwide Procurement,Tier 1 Local Emerging Small Business,,,yvonne@strategicworldwideprocurement.com,,1692,Wicklow Way,Henderson,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '425120', 'Description': 'Wholesale Trade Agents and Brokers', 'Capability': 'Business to Business Electronic Markets'}]",[]
Quality Construction Managers L.L.C.,Tier 1 Local Emerging Small Business,,,,https://www.qcmllc.net,1011 Industrial Rd. #5,Boulder City,89005,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '236115', 'Description': 'Residential construction, single-family, general contractors', 'Capability': 'All aspects'}]",[]
The Creative Mill LLC,Tier 1 Local Emerging Small Business,,,info@thecreativemill.co,https://www.thecreativemill.co,304 S. Jones Blvd #7979,Las Vegas,89107,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '711320', 'Description': 'Promoters of Performing Arts, Sports, and Similar Events without Facilities', 'Capability': 'Managing logistics and operations of conferences, festivals and large scale events'}]",[]
CAPE Corporation,Tier 2 Local Emerging Small Business,,,hello@divinefence.com,https://divinefence.com,8725 Lindell Rd Ste 100,Las Vegas,89139,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '238990', 'Description': 'All Other Specialty Trade Contractors', 'Capability': 'Fencing Contractor'}]",[]
"realizeyoucoaching, LLC",Tier 1 Local Emerging Small Business,,,rachel@realizeyoucoaching.con,https://www.realizeyoucoachibg.com,2475 CRYSTAL SHIP COURT,HENDERSON,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '611430', 'Description': 'Professional and Management Development Training', 'Capability': 'In-person and virtual training, workshops, keynote speaking, facilitation'}]",[]
Advanced Biological Consulting,Tier 1 Local Emerging Small Business,,,bafferta@cox.net,https://Advancedbiocon.com,322 Karen Avenue #1207,Las Vegas,89109,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541620', 'Description': 'Environmental Consulting Services', 'Capability': ''}]",[]
Kimberly Shworles,Tier 1 Local Emerging Small Business,,,Sincityhomeservices@gmail.com,https://Sincityhomeservices.com,6531 W El Campo Grande Ave,Las Vegas,89130,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Residential Cleaning service', 'Capability': 'Cleaning of interior home surfaces and disinfecting'}]",[]
"WET VET, LLC",Tier 1 Local Emerging Small Business,,,hjesse96@yahoo.com,https://www.wetvet.com,1080 LINDA WAY,SPARKS,89431,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '484110', 'Description': 'General Freight Trucking, Local', 'Capability': 'water truck/dump truck services'}]",[]
Cleaning Bee LLC,Tier 1 Local Emerging Small Business,,,Cleaningbeenv@gmail.com,https://cleaningbeenv.com,3495 Lakeside Drive #1256,Reno,89509,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Building cleaning services, janitorial', 'Capability': ''}]",[]
DSK COMMUNICATIONS LLC,Tier 1 Local Emerging Small Business,,,michelle@gritenterpriseslv.com,https://www.gritenterpriseslv.com,7465 W Lake Mead Blvd Ste 100,Las Vegas,89128,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238210', 'Description': 'Electrical Contractors and Other Wiring Installation Contractors', 'Capability': 'Low Voltage Contractor'}]",[]
"Aram for Modern Technology, Inc",Tier 1 Local Emerging Small Business,,,,https://www.arelevatorusa.com,4345 Corporate Center Dr. Suite 203,N. Las Vegas,89030,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238990', 'Description': 'All Other Specialty Trade Contractors', 'Capability': 'Elevator maintenance, installation, repair, and modernization'}]",[]
9th Island Vending LLC,Tier 1 Local Emerging Small Business,,,9thislandvending@gmail.com,https://www.9thislandvending.com,5818 Falling Stream Ave,Las Vegas,89131,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '445132', 'Description': 'Vending Machine Operators', 'Capability': 'Vending machine merchandisers, sale of products, Service Vending Machines with Snacks and Drinks'}]",[]
"Walsh Certified Consultants, Inc.",Tier 1 Local Emerging Small Business,,,,https://www.walshcih.com,11 Clearview Ave,Las Vegas,89124-9259,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541620', 'Description': 'Environmental Consulting Services', 'Capability': 'Occupational & Environmental Health and Safety Consulting Services'}]",[]
"LitGear, LLC",Tier 1 Local Emerging Small Business,,,info@litgearshop.com,https://litgearshop.com,2219 Tulip Tree Street,Las Vegas,89135,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '315990', 'Description': 'Apparel Accessories and Other Apparel Manufacturing', 'Capability': ''}]",[]
Boston Holdings LLC,Tier 1 Local Emerging Small Business,,,justin@btvmarketing.com,https://www.btvmarketing.com,"10845 W Griffith Peak Dr, Suite 200",Las Vegas,89135,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541613', 'Description': 'Marketing Services', 'Capability': 'Marketing Services'}]",[]
"Informed Choices Employment Services, LLC.",Tier 1 Local Emerging Small Business,,,,,1290 W Horizon Ridge Pwky apt 1121,Henderson,89012,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '624310', 'Description': 'Vocational Rehabilitation Services', 'Capability': 'Providing training and employment to persons with disabilities.'}]",[]
THUMBS UP Cleaning & JANITORIAL LLC,Tier 1 Local Emerging Small Business,,,thumzup.jc@yahoo.com,https://Thumbsupcleaningandjanitorialllc.com,2711 San Gorgonio street,Las Vegas,89115,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': 'cleaning and janitorial services'}]",[]
"Chesspiece, LLC",Tier 1 Local Emerging Small Business,,,chesspiecellc@gmail.com,"https://www,chesspiecemoving.com",7534 Earnshaw Drive,Las Vegas,89179,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '484210', 'Description': 'Used Household and Office Goods Moving', 'Capability': ''}]",[]
BDIntegration LLC,Tier 1 Local Emerging Small Business,,,support@datasystemslv.com,http://datasystemslv.com,331 Mount Hope St,Henderson,89014,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '238210', 'Description': 'Electrical Contractors and Other Wiring Installation Contractors', 'Capability': 'Electronic and Communication installations'}]",[]
"Incline Technology Consulting, LLC",Tier 1 Local Emerging Small Business,,,support@incline.technology,https://incline.technology,4050 S. Mccarran Suite C,Reno,89502,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541513', 'Description': 'Computer Facilities Management Services', 'Capability': ''}]",[]
Spotless Solution Comercial Cleaning LLC,Tier 1 Local Emerging Small Business,,,spotlesssolutioncclv@gmail.com,,6608 Old Oxford Ave,Las Vegas,89108,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Building Cleaning Services, interior', 'Capability': ''}]",[]
Tembo LLC,Tier 1 Local Emerging Small Business,,,llctembo@gmail.com,https://tembocleaning.com,5661 Lucky Draw Ct,Las Vegas,89122,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561720', 'Description': 'Janitorial Services', 'Capability': 'Janitorial Services, Cabana Cleaning and Power Washing'}]",[]
EMPLOYER LYNX INC.,Tier 2 Local Emerging Small Business,,,,https://WWW.EMPLOYERLYNX.COM,501 E. CAROLINE ST.,CARSON CITY,89701,Tier 2 Local Emerging Small Business,"[{'NAICS Code': '561611', 'Description': 'Investigation and Personal Background Check Services', 'Capability': 'BACKGROUND SCREENINGS'}]",[]
"Star Systems, LLC",Tier 1 Local Emerging Small Business,,,vanessa@starsystems.eco.com,https://starsystems.eco,2447 El Paseo Circle,Las Vegas,89121,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541720', 'Description': 'Research and Development in the Social Sciences and Humanities', 'Capability': ''}]",[]
"Draco Logistics, LLC",Tier 1 Local Emerging Small Business,,,support@dracologisticsllc.com,https://www.dracologisticsllc.com,8129 Bay Colony St,Las Vegas,89131,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '488510', 'Description': 'Freight Transportation Arrangement', 'Capability': 'Capable of retrieving and delivering any goods and/or merchandise to its final destination'}]",[]
LESS Temps LLC,Tier 1 Local Emerging Small Business,,,Lynn.Griggs@lesstempsllc2.com,"https://www,less-temps-llc.com",2741 Laguna Seca Ave,Henderson,89052,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561311', 'Description': 'Employment Placement Agencies', 'Capability': 'Staffing, Recruiting'}]",[]
Tree Trim LLC,Tier 1 Local Emerging Small Business,,,,,3470 Frank Derek Avenue,Las Vegas,89139,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '561730', 'Description': 'Landscape Contractor', 'Capability': 'Maintenance, Design, Installation of Landscaping'}]",[]
"End of the Rainbow Projects, Inc.",Tier 1 Local Emerging Small Business,,,info@pathtopublishing.com,https://www.pathtopublishing.com,"9850 South Maryland Pkwy, Ste. A5-570",Las Vegas,89183,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541990', 'Description': 'All Other Professional, Scientific, and Technical Services', 'Capability': 'Entrepreneur/Small Business Support'}]",[]
"Loud Mouth Ventures, LLC",Tier 1 Local Emerging Small Business,,,valorie@loudmouthventures.com,https://loudmouthventures.com,"401 Ryland St, STE 200-A",Reno,89502,Tier 1 Local Emerging Small Business,"[{'NAICS Code': '541490', 'Description': 'Other Specialized Design Services', 'Capability': 'Social Media Consulting and Management'}]",[]
